NAME OF DATA ELEMENT,developer-friendly name,VARIABLE NAME,API data type,VALUE,LABEL
Percent of independent students withdrawn from original institution within 3 years,title_iv.independ.withdrawn_by.3yrs,IND_WDRAW_ORIG_YR3_RT,float,,
Percent of independent students who transferred to a 4-year institution and withdrew within 3 years,title_iv.independ.transf_withdrawn_4yr_by.3yrs,IND_WDRAW_4YR_TRANS_YR3_RT,float,,
Percent of independent students who transferred to a 2-year institution and withdrew within 3 years,title_iv.independ.transf_withdrawn_2yr_by.3yrs,IND_WDRAW_2YR_TRANS_YR3_RT,float,,
Percent of independent students who were still enrolled at original institution within 3 years,title_iv.independ.still_enrolled_by.3yrs,IND_ENRL_ORIG_YR3_RT,float,,
Percent of independent students who transferred to a 4-year institution and were still enrolled within 3 years,title_iv.independ.transf_still_enrolled_4yr_by.3yrs,IND_ENRL_4YR_TRANS_YR3_RT,float,,
Percent of independent students who transferred to a 2-year institution and were still enrolled within 3 years,title_iv.independ.transf_still_enrolled_2yr_by.3yrs,IND_ENRL_2YR_TRANS_YR3_RT,float,,
Percent of independent students with status unknown within 3 years at original institution,title_iv.independ.unknown_by.3yrs,IND_UNKN_ORIG_YR3_RT,float,,
Percent of independent students who transferred to a 4-year institution and whose status is unknown within 3 years,title_iv.independ.transf_unknown_4yr_by.3yrs,IND_UNKN_4YR_TRANS_YR3_RT,float,,
Percent of independent students who transferred to a 2-year institution and whose status is unknown within 3 years,title_iv.independ.transf_unknown_2yr_by.3yrs,IND_UNKN_2YR_TRANS_YR3_RT,float,,
Percent of female students who died within 3 years at original institution,title_iv.female.died_by.3yrs,FEMALE_DEATH_YR3_RT,float,,
Percent of female students who completed within 3 years at original institution,title_iv.female.completed_by.3yrs,FEMALE_COMP_ORIG_YR3_RT,float,,
Percent of female students who transferred to a 4-year institution and completed within 3 years,title_iv.female.transf_completed_4yr_by.3yrs,FEMALE_COMP_4YR_TRANS_YR3_RT,float,,
Percent of female students who transferred to a 2-year institution and completed within 3 years,title_iv.female.transf_completed_2yr_by.3yrs,FEMALE_COMP_2YR_TRANS_YR3_RT,float,,
Percent of female students withdrawn from original institution within 3 years,title_iv.female.withdrawn_by.3yrs,FEMALE_WDRAW_ORIG_YR3_RT,float,,
Percent of female students who transferred to a 4-year institution and withdrew within 3 years,title_iv.female.transf_withdrawn_4yr_by.3yrs,FEMALE_WDRAW_4YR_TRANS_YR3_RT,float,,
Percent of female students who transferred to a 2-year institution and withdrew within 3 years,title_iv.female.transf_withdrawn_2yr_by.3yrs,FEMALE_WDRAW_2YR_TRANS_YR3_RT,float,,
Percent of female students who were still enrolled at original institution within 3 years,title_iv.female.still_enrolled_by.3yrs,FEMALE_ENRL_ORIG_YR3_RT,float,,
Percent of female students who transferred to a 4-year institution and were still enrolled within 3 years,title_iv.female.transf_still_enrolled_4yr_by.3yrs,FEMALE_ENRL_4YR_TRANS_YR3_RT,float,,
Percent of female students who transferred to a 2-year institution and were still enrolled within 3 years,title_iv.female.transf_still_enrolled_2yr_by.3yrs,FEMALE_ENRL_2YR_TRANS_YR3_RT,float,,
Percent of female students with status unknown within 3 years at original institution,title_iv.female.unknown_by.3yrs,FEMALE_UNKN_ORIG_YR3_RT,float,,
Percent of female students who transferred to a 4-year institution and whose status is unknown within 3 years,title_iv.female.transf_unknown_4yr_by.3yrs,FEMALE_UNKN_4YR_TRANS_YR3_RT,float,,
Percent of female students who transferred to a 2-year institution and whose status is unknown within 3 years,title_iv.female.transf_unknown_2yr_by.3yrs,FEMALE_UNKN_2YR_TRANS_YR3_RT,float,,
Percent of male students who died within 3 years at original institution,title_iv.male.died_by.3yrs,MALE_DEATH_YR3_RT,float,,
Percent of male students who completed within 3 years at original institution,title_iv.male.completed_by.3yrs,MALE_COMP_ORIG_YR3_RT,float,,
Percent of male students who transferred to a 4-year institution and completed within 3 years,title_iv.male.transf_completed_4yr_by.3yrs,MALE_COMP_4YR_TRANS_YR3_RT,float,,
Percent of male students who transferred to a 2-year institution and completed within 3 years,title_iv.male.transf_completed_2yr_by.3yrs,MALE_COMP_2YR_TRANS_YR3_RT,float,,
Percent of male students withdrawn from original institution within 3 years,title_iv.male.withdrawn_by.3yrs,MALE_WDRAW_ORIG_YR3_RT,float,,
Percent of male students who transferred to a 4-year institution and withdrew within 3 years,title_iv.male.transf_withdrawn_4yr_by.3yrs,MALE_WDRAW_4YR_TRANS_YR3_RT,float,,
Percent of male students who transferred to a 2-year institution and withdrew within 3 years,title_iv.male.transf_withdrawn_2yr_by.3yrs,MALE_WDRAW_2YR_TRANS_YR3_RT,float,,
Percent of male students who were still enrolled at original institution within 3 years,title_iv.male.still_enrolled_by.3yrs,MALE_ENRL_ORIG_YR3_RT,float,,
Percent of male students who transferred to a 4-year institution and were still enrolled within 3 years,title_iv.male.transf_still_enrolled_4yr_by.3yrs,MALE_ENRL_4YR_TRANS_YR3_RT,float,,
Percent of male students who transferred to a 2-year institution and were still enrolled within 3 years,title_iv.male.transf_still_enrolled_2yr_by.3yrs,MALE_ENRL_2YR_TRANS_YR3_RT,float,,
Percent of male students with status unknown within 3 years at original institution,title_iv.male.unknown_by.3yrs,MALE_UNKN_ORIG_YR3_RT,float,,
Percent of male students who transferred to a 4-year institution and whose status is unknown within 3 years,title_iv.male.transf_unknown_4yr_by.3yrs,MALE_UNKN_4YR_TRANS_YR3_RT,float,,
Percent of male students who transferred to a 2-year institution and whose status is unknown within 3 years,title_iv.male.transf_unknown_2yr_by.3yrs,MALE_UNKN_2YR_TRANS_YR3_RT,float,,
Percent of students who received a Pell Grant at the institution and who died within 3 years at original institution,title_iv.pell_recip.died_by.3yrs,PELL_DEATH_YR3_RT,float,,
Percent of students who received a Pell Grant at the institution and who completed in 3 years at original institution,title_iv.pell_recip.completed_by.3yrs,PELL_COMP_ORIG_YR3_RT,float,,
Percent of students who received a Pell Grant at the institution and who transferred to a 4-year institution and completed within 3 years,title_iv.pell_recip.transf_completed_4yr_by.3yrs,PELL_COMP_4YR_TRANS_YR3_RT,float,,
Percent of students who received a Pell Grant at the institution and who transferred to a 2-year institution and completed within 3 years,title_iv.pell_recip.transf_completed_2yr_by.3yrs,PELL_COMP_2YR_TRANS_YR3_RT,float,,
Percent of students who received a Pell Grant at the institution and withdrew from original institution within 3 years,title_iv.pell_recip.withdrawn_by.3yrs,PELL_WDRAW_ORIG_YR3_RT,float,,
Percent of students who received a Pell Grant at the institution and who transferred to a 4-year institution and withdrew within 3 years,title_iv.pell_recip.transf_withdrawn_4yr_by.3yrs,PELL_WDRAW_4YR_TRANS_YR3_RT,float,,
Percent of students who received a Pell Grant at the institution and who transferred to a 2-year institution and withdrew within 3 years,title_iv.pell_recip.transf_withdrawn_2yr_by.3yrs,PELL_WDRAW_2YR_TRANS_YR3_RT,float,,
Percent of students who received a Pell Grant at the institution and who were still enrolled at original institution within 3 years,title_iv.pell_recip.still_enrolled_by.3yrs,PELL_ENRL_ORIG_YR3_RT,float,,
Percent of students who received a Pell Grant at the institution and who transferred to a 4-year institution and were still enrolled within 3 years,title_iv.pell_recip.transf_still_enrolled_4yr_by.3yrs,PELL_ENRL_4YR_TRANS_YR3_RT,float,,
Percent of students who received a Pell Grant at the institution and who transferred to a 2-year institution and were still enrolled within 3 years,title_iv.pell_recip.transf_still_enrolled_2yr_by.3yrs,PELL_ENRL_2YR_TRANS_YR3_RT,float,,
Percent of students who received a Pell Grant at the institution and with status unknown within 3 years at original institution,title_iv.pell_recip.unknown_by.3yrs,PELL_UNKN_ORIG_YR3_RT,float,,
Percent of students who received a Pell Grant at the institution and who transferred to a 4-year institution and whose status is unknown within 3 years,title_iv.pell_recip.transf_unknown_4yr_by.3yrs,PELL_UNKN_4YR_TRANS_YR3_RT,float,,
Percent of students who received a Pell Grant at the institution and who transferred to a 2-year institution and whose status is unknown within 3 years,title_iv.pell_recip.transf_unknown_2yr_by.3yrs,PELL_UNKN_2YR_TRANS_YR3_RT,float,,
Percent of students who never received a Pell Grant at the institution and who died within 3 years at original institution,title_iv.no_pell.died_by.3yrs,NOPELL_DEATH_YR3_RT,float,,
Percent of students who never received a Pell Grant at the institution and who completed in 3 years at original institution,title_iv.no_pell.completed_by.3yrs,NOPELL_COMP_ORIG_YR3_RT,float,,
Percent of students who never received a Pell Grant at the institution and who transferred to a 4-year institution and completed within 3 years,title_iv.no_pell.transf_completed_4yr_by.3yrs,NOPELL_COMP_4YR_TRANS_YR3_RT,float,,
Percent of students who never received a Pell Grant at the institution and who transferred to a 2-year institution and completed within 3 years,title_iv.no_pell.transf_completed_2yr_by.3yrs,NOPELL_COMP_2YR_TRANS_YR3_RT,float,,
Percent of students who never received a Pell Grant at the institution and withdrew from original institution within 3 years,title_iv.no_pell.withdrawn_by.3yrs,NOPELL_WDRAW_ORIG_YR3_RT,float,,
Percent of students who never received a Pell Grant at the institution and who transferred to a 4-year institution and withdrew within 3 years,title_iv.no_pell.transf_withdrawn_4yr_by.3yrs,NOPELL_WDRAW_4YR_TRANS_YR3_RT,float,,
Percent of students who never received a Pell Grant at the institution and who transferred to a 2-year institution and withdrew within 3 years,title_iv.no_pell.transf_withdrawn_2yr_by.3yrs,NOPELL_WDRAW_2YR_TRANS_YR3_RT,float,,
Percent of students who never received a Pell Grant at the institution and who were still enrolled at original institution within 3 years,title_iv.no_pell.still_enrolled_by.3yrs,NOPELL_ENRL_ORIG_YR3_RT,float,,
Percent of students who never received a Pell Grant at the institution and who transferred to a 4-year institution and were still enrolled within 3 years,title_iv.no_pell.transf_still_enrolled_4yr_by.3yrs,NOPELL_ENRL_4YR_TRANS_YR3_RT,float,,
Percent of students who never received a Pell Grant at the institution and who transferred to a 2-year institution and were still enrolled within 3 years,title_iv.no_pell.transf_still_enrolled_2yr_by.3yrs,NOPELL_ENRL_2YR_TRANS_YR3_RT,float,,
Percent of students who never received a Pell Grant at the institution and with status unknown within 3 years at original institution,title_iv.no_pell.unknown_by.3yrs,NOPELL_UNKN_ORIG_YR3_RT,float,,
Percent of students who never received a Pell Grant at the institution and who transferred to a 4-year institution and whose status is unknown within 3 years,title_iv.no_pell.transf_unknown_4yr_by.3yrs,NOPELL_UNKN_4YR_TRANS_YR3_RT,float,,
Percent of students who never received a Pell Grant at the institution and who transferred to a 2-year institution and whose status is unknown within 3 years,title_iv.no_pell.transf_unknown_2yr_by.3yrs,NOPELL_UNKN_2YR_TRANS_YR3_RT,float,,
Percent of students who received a federal loan at the institution and who died within 3 years at original institution,title_iv.loan_recip.died_by.3yrs,LOAN_DEATH_YR3_RT,float,,
Percent of students who received a federal loan at the institution and who completed in 3 years at original institution,title_iv.loan_recip.completed_by.3yrs,LOAN_COMP_ORIG_YR3_RT,float,,
Percent of students who received a federal loan at the institution and who transferred to a 4-year institution and completed within 3 years,title_iv.loan_recip.transf_completed_4yr_by.3yrs,LOAN_COMP_4YR_TRANS_YR3_RT,float,,
Percent of students who received a federal loan at the institution and who transferred to a 2-year institution and completed within 3 years,title_iv.loan_recip.transf_completed_2yr_by.3yrs,LOAN_COMP_2YR_TRANS_YR3_RT,float,,
Percent of students who received a federal loan at the institution and withdrew from original institution within 3 years,title_iv.loan_recip.withdrawn_by.3yrs,LOAN_WDRAW_ORIG_YR3_RT,float,,
Percent of students who received a federal loan at the institution and who transferred to a 4-year institution and withdrew within 3 years,title_iv.loan_recip.transf_withdrawn_4yr_by.3yrs,LOAN_WDRAW_4YR_TRANS_YR3_RT,float,,
Percent of students who received a federal loan at the institution and who transferred to a 2-year institution and withdrew within 3 years,title_iv.loan_recip.transf_withdrawn_2yr_by.3yrs,LOAN_WDRAW_2YR_TRANS_YR3_RT,float,,
Percent of students who received a federal loan at the institution and who were still enrolled at original institution within 3 years,title_iv.loan_recip.still_enrolled_by.3yrs,LOAN_ENRL_ORIG_YR3_RT,float,,
Percent of students who received a federal loan at the institution and who transferred to a 4-year institution and were still enrolled within 3 years,title_iv.loan_recip.transf_still_enrolled_4yr_by.3yrs,LOAN_ENRL_4YR_TRANS_YR3_RT,float,,
Percent of students who received a federal loan at the institution and who transferred to a 2-year institution and were still enrolled within 3 years,title_iv.loan_recip.transf_still_enrolled_2yr_by.3yrs,LOAN_ENRL_2YR_TRANS_YR3_RT,float,,
Percent of students who received a federal loan at the institution and with status unknown within 3 years at original institution,title_iv.loan_recip.unknown_by.3yrs,LOAN_UNKN_ORIG_YR3_RT,float,,
Percent of students who received a federal loan at the institution and who transferred to a 4-year institution and whose status is unknown within 3 years,title_iv.loan_recip.transf_unknown_4yr_by.3yrs,LOAN_UNKN_4YR_TRANS_YR3_RT,float,,
Percent of students who received a federal loan at the institution and who transferred to a 2-year institution and whose status is unknown within 3 years,title_iv.loan_recip.transf_unknown_2yr_by.3yrs,LOAN_UNKN_2YR_TRANS_YR3_RT,float,,
Percent of students who never received a federal loan at the institution and who died within 3 years at original institution,title_iv.no_loan.died_by.3yrs,NOLOAN_DEATH_YR3_RT,float,,
Percent of students who never received a federal loan at the institution and who completed in 3 years at original institution,title_iv.no_loan.completed_by.3yrs,NOLOAN_COMP_ORIG_YR3_RT,float,,
Percent of students who never received a federal loan at the institution and who transferred to a 4-year institution and completed within 3 years,title_iv.no_loan.transf_completed_4yr_by.3yrs,NOLOAN_COMP_4YR_TRANS_YR3_RT,float,,
Percent of students who never received a federal loan at the institution and who transferred to a 2-year institution and completed within 3 years,title_iv.no_loan.transf_completed_2yr_by.3yrs,NOLOAN_COMP_2YR_TRANS_YR3_RT,float,,
Percent of students who never received a federal loan at the institution and withdrew from original institution within 3 years,title_iv.no_loan.withdrawn_by.3yrs,NOLOAN_WDRAW_ORIG_YR3_RT,float,,
Percent of students who never received a federal loan at the institution and who transferred to a 4-year institution and withdrew within 3 years,title_iv.no_loan.transf_withdrawn_4yr_by.3yrs,NOLOAN_WDRAW_4YR_TRANS_YR3_RT,float,,
Percent of students who never received a federal loan at the institution and who transferred to a 2-year institution and withdrew within 3 years,title_iv.no_loan.transf_withdrawn_2yr_by.3yrs,NOLOAN_WDRAW_2YR_TRANS_YR3_RT,float,,
Percent of students who never received a federal loan at the institution and who were still enrolled at original institution within 3 years,title_iv.no_loan.still_enrolled_by.3yrs,NOLOAN_ENRL_ORIG_YR3_RT,float,,
Percent of students who never received a federal loan at the institution and who transferred to a 4-year institution and were still enrolled within 3 years,title_iv.no_loan.transf_still_enrolled_4yr_by.3yrs,NOLOAN_ENRL_4YR_TRANS_YR3_RT,float,,
Percent of students who never received a federal loan at the institution and who transferred to a 2-year institution and were still enrolled within 3 years,title_iv.no_loan.transf_still_enrolled_2yr_by.3yrs,NOLOAN_ENRL_2YR_TRANS_YR3_RT,float,,
Percent of students who never received a federal loan at the institution and with status unknown within 3 years at original institution,title_iv.no_loan.unknown_by.3yrs,NOLOAN_UNKN_ORIG_YR3_RT,float,,
Percent of students who never received a federal loan at the institution and who transferred to a 4-year institution and whose status is unknown within 3 years,title_iv.no_loan.transf_unknown_4yr_by.3yrs,NOLOAN_UNKN_4YR_TRANS_YR3_RT,float,,
Percent of students who never received a federal loan at the institution and who transferred to a 2-year institution and whose status is unknown within 3 years,title_iv.no_loan.transf_unknown_2yr_by.3yrs,NOLOAN_UNKN_2YR_TRANS_YR3_RT,float,,
Percent of first-generation students who died within 3 years at original institution,title_iv.first_gen.died_by.3yrs,FIRSTGEN_DEATH_YR3_RT,float,,
Percent of first-generation students who completed within 3 years at original institution,title_iv.first_gen.completed_by.3yrs,FIRSTGEN_COMP_ORIG_YR3_RT,float,,
Percent of first-generation students who transferred to a 4-year institution and completed within 3 years,title_iv.first_gen.transf_completed_4yr_by.3yrs,FIRSTGEN_COMP_4YR_TRANS_YR3_RT,float,,
Percent of first-generation students who transferred to a 2-year institution and completed within 3 years,title_iv.first_gen.transf_completed_2yr_by.3yrs,FIRSTGEN_COMP_2YR_TRANS_YR3_RT,float,,
Percent of first-generation students withdrawn from original institution within 3 years,title_iv.first_gen.withdrawn_by.3yrs,FIRSTGEN_WDRAW_ORIG_YR3_RT,float,,
Percent of first-generation students who transferred to a 4-year institution and withdrew within 3 years,title_iv.first_gen.transf_withdrawn_4yr_by.3yrs,FIRSTGEN_WDRAW_4YR_TRANS_YR3_RT,float,,
Percent of first-generation students who transferred to a 2-year institution and withdrew within 3 years,title_iv.first_gen.transf_withdrawn_2yr_by.3yrs,FIRSTGEN_WDRAW_2YR_TRANS_YR3_RT,float,,
Percent of first-generation students who were still enrolled at original institution within 3 years,title_iv.first_gen.still_enrolled_by.3yrs,FIRSTGEN_ENRL_ORIG_YR3_RT,float,,
Percent of first-generation students who transferred to a 4-year institution and were still enrolled within 3 years,title_iv.first_gen.transf_still_enrolled_4yr_by.3yrs,FIRSTGEN_ENRL_4YR_TRANS_YR3_RT,float,,
Percent of first-generation students who transferred to a 2-year institution and were still enrolled within 3 years,title_iv.first_gen.transf_still_enrolled_2yr_by.3yrs,FIRSTGEN_ENRL_2YR_TRANS_YR3_RT,float,,
Percent of first-generation students with status unknown within 3 years at original institution,title_iv.first_gen.unknown_by.3yrs,FIRSTGEN_UNKN_ORIG_YR3_RT,float,,
Percent of first-generation students who transferred to a 4-year institution and whose status is unknown within 3 years,title_iv.first_gen.transf_unknown_4yr_by.3yrs,FIRSTGEN_UNKN_4YR_TRANS_YR3_RT,float,,
Percent of first-generation students who transferred to a 2-year institution and whose status is unknown within 3 years,title_iv.first_gen.transf_unknown_2yr_by.3yrs,FIRSTGEN_UNKN_2YR_TRANS_YR3_RT,float,,
Percent of not-first-generation students who died within 3 years at original institution,title_iv.not_first_gen.died_by.3yrs,NOT1STGEN_DEATH_YR3_RT,float,,
Percent of not-first-generation students who completed within 3 years at original institution,title_iv.not_first_gen.completed_by.3yrs,NOT1STGEN_COMP_ORIG_YR3_RT,float,,
Percent of not-first-generation students who transferred to a 4-year institution and completed within 3 years,title_iv.not_first_gen.transf_completed_4yr_by.3yrs,NOT1STGEN_COMP_4YR_TRANS_YR3_RT,float,,
Percent of not-first-generation students who transferred to a 2-year institution and completed within 3 years,title_iv.not_first_gen.transf_completed_2yr_by.3yrs,NOT1STGEN_COMP_2YR_TRANS_YR3_RT,float,,
Percent of not-first-generation students withdrawn from original institution within 3 years,title_iv.not_first_gen.withdrawn_by.3yrs,NOT1STGEN_WDRAW_ORIG_YR3_RT,float,,
Percent of not-first-generation students who transferred to a 4-year institution and withdrew within 3 years,title_iv.not_first_gen.transf_withdrawn_4yr_by.3yrs,NOT1STGEN_WDRAW_4YR_TRANS_YR3_RT,float,,
Percent of not-first-generation students who transferred to a 2-year institution and withdrew within 3 years,title_iv.not_first_gen.transf_withdrawn_2yr_by.3yrs,NOT1STGEN_WDRAW_2YR_TRANS_YR3_RT,float,,
Percent of not-first-generation students who were still enrolled at original institution within 3 years,title_iv.not_first_gen.still_enrolled_by.3yrs,NOT1STGEN_ENRL_ORIG_YR3_RT,float,,
Percent of not-first-generation students who transferred to a 4-year institution and were still enrolled within 3 years,title_iv.not_first_gen.transf_still_enrolled_4yr_by.3yrs,NOT1STGEN_ENRL_4YR_TRANS_YR3_RT,float,,
Percent of not-first-generation students who transferred to a 2-year institution and were still enrolled within 3 years,title_iv.not_first_gen.transf_still_enrolled_2yr_by.3yrs,NOT1STGEN_ENRL_2YR_TRANS_YR3_RT,float,,
Percent of not-first-generation students with status unknown within 3 years at original institution,title_iv.not_first_gen.unknown_by.3yrs,NOT1STGEN_UNKN_ORIG_YR3_RT,float,,
Percent of not-first-generation students who transferred to a 4-year institution and whose status is unknown within 3 years,title_iv.not_first_gen.transf_unknown_4yr_by.3yrs,NOT1STGEN_UNKN_4YR_TRANS_YR3_RT,float,,
Percent of not-first-generation students who transferred to a 2-year institution and whose status is unknown within 3 years,title_iv.not_first_gen.transf_unknown_2yr_by.3yrs,NOT1STGEN_UNKN_2YR_TRANS_YR3_RT,float,,
Percent died within 4 years at original institution,title_iv.died_by.4yrs,DEATH_YR4_RT,float,,
Percent completed within 4 years at original institution,title_iv.completed_by.4yrs,COMP_ORIG_YR4_RT,float,,
Percent who transferred to a 4-year institution and completed within 4 years,title_iv.transf_completed_4yr_by.4yrs,COMP_4YR_TRANS_YR4_RT,float,,
Percent who transferred to a 2-year institution and completed within 4 years,title_iv.transf_completed_2yr_by.4yrs,COMP_2YR_TRANS_YR4_RT,float,,
Percent withdrawn from original institution within 4 years,title_iv.withdrawn_by.4yrs,WDRAW_ORIG_YR4_RT,float,,
Percent who transferred to a 4-year institution and withdrew within 4 years,title_iv.transf_withdrawn_4yr_by.4yrs,WDRAW_4YR_TRANS_YR4_RT,float,,
Percent who transferred to a 2-year institution and withdrew within 4 years,title_iv.transf_withdrawn_2yr_by.4yrs,WDRAW_2YR_TRANS_YR4_RT,float,,
Percent still enrolled at original institution within 4 years,title_iv.still_enrolled_by.4yrs,ENRL_ORIG_YR4_RT,float,,
Percent who transferred to a 4-year institution and were still enrolled within 4 years,title_iv.transf_still_enrolled_4yr_by.4yrs,ENRL_4YR_TRANS_YR4_RT,float,,
Percent who transferred to a 2-year institution and were still enrolled within 4 years,title_iv.transf_still_enrolled_2yr_by.4yrs,ENRL_2YR_TRANS_YR4_RT,float,,
Percent with status unknown within 4 years at original institution,title_iv.unknown_by.4yrs,UNKN_ORIG_YR4_RT,float,,
Percent who transferred to a 4-year institution and whose status is unknown within 4 years,title_iv.transf_unknown_4yr_by.4yrs,UNKN_4YR_TRANS_YR4_RT,float,,
Percent who transferred to a 2-year institution and whose status is unknown within 4 years,title_iv.transf_unknown_2yr_by.4yrs,UNKN_2YR_TRANS_YR4_RT,float,,
"Percent of low-income (less than $30,000 in nominal family income) students who died within 4 years at original institution",title_iv.low_inc.died_by.4yrs,LO_INC_DEATH_YR4_RT,float,,
"Percent of low-income (less than $30,000 in nominal family income) students who completed within 4 years at original institution",title_iv.low_inc.completed_by.4yrs,LO_INC_COMP_ORIG_YR4_RT,float,,
"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 4-year institution and completed within 4 years",title_iv.low_inc.transf_completed_4yr_by.4yrs,LO_INC_COMP_4YR_TRANS_YR4_RT,float,,
"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 2-year institution and completed within 4 years",title_iv.low_inc.transf_completed_2yr_by.4yrs,LO_INC_COMP_2YR_TRANS_YR4_RT,float,,
"Percent of low-income (less than $30,000 in nominal family income) students withdrawn from original institution within 4 years",title_iv.low_inc.withdrawn_by.4yrs,LO_INC_WDRAW_ORIG_YR4_RT,float,,
"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 4-year institution and withdrew within 4 years",title_iv.low_inc.transf_withdrawn_4yr_by.4yrs,LO_INC_WDRAW_4YR_TRANS_YR4_RT,float,,
"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 2-year institution and withdrew within 4 years",title_iv.low_inc.transf_withdrawn_2yr_by.4yrs,LO_INC_WDRAW_2YR_TRANS_YR4_RT,float,,
"Percent of low-income (less than $30,000 in nominal family income) students who were still enrolled at original institution within 4 years",title_iv.low_inc.still_enrolled_by.4yrs,LO_INC_ENRL_ORIG_YR4_RT,float,,
"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 4-year institution and were still enrolled within 4 years",title_iv.low_inc.transf_still_enrolled_4yr_by.4yrs,LO_INC_ENRL_4YR_TRANS_YR4_RT,float,,
"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 2-year institution and were still enrolled within 4 years",title_iv.low_inc.transf_still_enrolled_2yr_by.4yrs,LO_INC_ENRL_2YR_TRANS_YR4_RT,float,,
"Percent of low-income (less than $30,000 in nominal family income) students with status unknown within 4 years at original institution",title_iv.low_inc.unknown_by.4yrs,LO_INC_UNKN_ORIG_YR4_RT,float,,
"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 4-year institution and whose status is unknown within 4 years",title_iv.low_inc.transf_unknown_4yr_by.4yrs,LO_INC_UNKN_4YR_TRANS_YR4_RT,float,,
"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 2-year institution and whose status is unknown within 4 years",title_iv.low_inc.transf_unknown_2yr_by.4yrs,LO_INC_UNKN_2YR_TRANS_YR4_RT,float,,
"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who died within 4 years at original institution",title_iv.mid_inc.died_by.4yrs,MD_INC_DEATH_YR4_RT,float,,
"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who completed within 4 years at original institution",title_iv.mid_inc.completed_by.4yrs,MD_INC_COMP_ORIG_YR4_RT,float,,
"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 4-year institution and completed within 4 years",title_iv.mid_inc.transf_completed_4yr_by.4yrs,MD_INC_COMP_4YR_TRANS_YR4_RT,float,,
"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 2-year institution and completed within 4 years",title_iv.mid_inc.transf_completed_2yr_by.4yrs,MD_INC_COMP_2YR_TRANS_YR4_RT,float,,
"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students withdrawn from original institution within 4 years",title_iv.mid_inc.withdrawn_by.4yrs,MD_INC_WDRAW_ORIG_YR4_RT,float,,
"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 4-year institution and withdrew within 4 years",title_iv.mid_inc.transf_withdrawn_4yr_by.4yrs,MD_INC_WDRAW_4YR_TRANS_YR4_RT,float,,
"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 2-year institution and withdrew within 4 years",title_iv.mid_inc.transf_withdrawn_2yr_by.4yrs,MD_INC_WDRAW_2YR_TRANS_YR4_RT,float,,
"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who were still enrolled at original institution within 4 years",title_iv.mid_inc.still_enrolled_by.4yrs,MD_INC_ENRL_ORIG_YR4_RT,float,,
"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 4-year institution and were still enrolled within 4 years",title_iv.mid_inc.transf_still_enrolled_4yr_by.4yrs,MD_INC_ENRL_4YR_TRANS_YR4_RT,float,,
"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 2-year institution and were still enrolled within 4 years",title_iv.mid_inc.transf_still_enrolled_2yr_by.4yrs,MD_INC_ENRL_2YR_TRANS_YR4_RT,float,,
"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students with status unknown within 4 years at original institution",title_iv.mid_inc.unknown_by.4yrs,MD_INC_UNKN_ORIG_YR4_RT,float,,
"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 4-year institution and whose status is unknown within 4 years",title_iv.mid_inc.transf_unknown_4yr_by.4yrs,MD_INC_UNKN_4YR_TRANS_YR4_RT,float,,
"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 2-year institution and whose status is unknown within 4 years",title_iv.mid_inc.transf_unknown_2yr_by.4yrs,MD_INC_UNKN_2YR_TRANS_YR4_RT,float,,
"Percent of high-income (above $75,000 in nominal family income) students who died within 4 years at original institution",title_iv.high_inc.died_by.4yrs,HI_INC_DEATH_YR4_RT,float,,
"Percent of high-income (above $75,000 in nominal family income) students who completed within 4 years at original institution",title_iv.high_inc.completed_by.4yrs,HI_INC_COMP_ORIG_YR4_RT,float,,
"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 4-year institution and completed within 4 years",title_iv.high_inc.transf_completed_4yr_by.4yrs,HI_INC_COMP_4YR_TRANS_YR4_RT,float,,
"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 2-year institution and completed within 4 years",title_iv.high_inc.transf_completed_2yr_by.4yrs,HI_INC_COMP_2YR_TRANS_YR4_RT,float,,
"Percent of high-income (above $75,000 in nominal family income) students withdrawn from original institution within 4 years",title_iv.high_inc.withdrawn_by.4yrs,HI_INC_WDRAW_ORIG_YR4_RT,float,,
